score,title,rating,reviews,neg_total,neg_comm,neg_wait,neg_forgot,address,phone,website,telegram,whatsapp,yandex_url,score_details
21,Ю-Сервис,4.699999809265137,259,46,3,0,1,"Санкт-Петербург, ул. Ватутина, 17И",+7 (911) 928-50-05 (Администратор); +7 (969) 735-34-13,https://youauto-spb.ru/,https://t.me/youautospb,https://wa.me/79119285005?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/54538209428/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 259 +2 | comm/wait 3x +6 | forgot 1x +2 | price/noinfo 5x +5
21,ФТ-Сервис,4.800000190734863,267,50,1,3,3,"Санкт-Петербург, Лабораторный просп., 18, корп. 4",+7 (812) 303-66-66; +7 (963) 304-66-66 (Консультация и запись на ремонт); +7 (952) 366-66-40 (Кузовной ремонт); +7 (999) 210-01-01 (Магазин автозапчастей); +7 (964) 383-88-88,http://fordtservice.com/,https://t.me/Ft_service,https://wa.me/79633046666?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1068801430/,TG+WA +2 | site +1 | revs 267 +2 | comm/wait 4x +8 | forgot 3x +6 | price/noinfo 2x +2
21,ВинКастомс,5,315,36,4,4,0,"Суздальское ш., 65, корп. 1",+7 (911) 923-29-83,https://www.vincustoms.com/,https://t.me/Vincustoms,https://wa.me/message/O6YCC3TI7F3CJ1,https://yandex.ru/maps/org/44463533052/,TG+WA +2 | site +1 | revs 315 +2 | comm/wait 8x +16
21,Аригато,4.699999809265137,304,42,1,2,1,"ул. Химиков, 2В",+7 (812) 679-37-37,http://arigato-service.ru/,https://t.me/+79219411701,https://wa.me/+79219411701?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1313387916/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 304 +2 | comm/wait 3x +6 | forgot 1x +2 | price/noinfo 5x +5
20,Ава Моторс,4.400000095367432,111,29,0,5,2,"1-я Железнодорожная ул., 14, стр. 1, Рязань",+7 (4912) 99-75-74; +7 (920) 636-03-17; +7 (920) 639-60-15,https://avamotorsrzn.wixsite.com/mysite,,https://wa.me/79206360317,https://yandex.ru/maps/org/1558135675/,rating 4.4 +3 | site +1 | revs 111 +2 | comm/wait 5x +10 | forgot 2x +4
20,Автосервис,4.699999809265137,361,50,0,4,1,"Санкт-Петербург, Авангардная ул., 2, корп. 1",+7 (962) 685-90-09; +7 (812) 960-96-07; +7 (921) 960-96-07,http://avangard-servis.ru/,,https://wa.me/79626859009?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1052866147/,rating 4.7 +3 | site +1 | revs 361 +2 | comm/wait 4x +8 | forgot 1x +2 | price/noinfo 4x +4
20,Инсервис,4.699999809265137,274,29,0,4,1,"Санкт-Петербург, Полюстровский просп., 59, корп. 3",+7 (921) 941-40-11 (Основной номер сервиса); +7 (911) 925-24-57,http://inservice-infiniti.ru/,https://t.me/+79219414011,https://wa.me/79219414011?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/71395438849/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 274 +2 | comm/wait 4x +8 | forgot 1x +2 | price/noinfo 2x +2
20,Масло плюс,5,349,34,4,2,0,"ул. Доблести, 19, корп. 3",+7 (921) 188-72-19,https://spbmaslo.ru/,https://t.me/RaschetZamenyBot,,https://yandex.ru/maps/org/4732983131/,site +1 | revs 349 +2 | comm/wait 6x +12 | price/noinfo 5x +5
20,Стайер,4.400000095367432,266,48,3,2,0,"ул. Симонова, 15",+7 (812) 240-47-47 (многоканальный); +7 (812) 240-47-09 (станция),http://stostayer.ru/,https://t.me/stostayer,https://wa.me/79944187706,https://yandex.ru/maps/org/109783860426/,TG+WA +2 | rating 4.4 +3 | site +1 | revs 266 +2 | comm/wait 5x +10 | price/noinfo 2x +2
20,Альфа Мобил Италком,4.699999809265137,226,48,2,1,2,"Цветочная ул., 16К",+7 (812) 775-07-05; +7 (812) 331-58-37; +7 (812) 331-58-60,http://alfamobil.pro/,https://t.me/italkom_ru,,https://yandex.ru/maps/org/103124062261/,rating 4.7 +3 | site +1 | revs 226 +2 | comm/wait 3x +6 | forgot 2x +4 | price/noinfo 4x +4
20,Автомобильное агентство Вебер-Авто,4.599999904632568,184,50,2,3,0,"Нейшлотский пер., 5, корп. 3","+7 (812) 321-00-00 (Диспетчер, Многоканальный); +7 (812) 409-31-24 (Выкуп Оценить Авто)",https://www.veberauto.ru/,https://t.me/veber23,,https://yandex.ru/maps/org/1122746714/,rating 4.6 +3 | site +1 | revs 184 +2 | comm/wait 5x +10 | price/noinfo 4x +4
19,Автосервис Шушары,4.800000190734863,295,52,4,1,0,"Вишерская ул., 22Б",+7 (812) 982-01-22; +7 (905) 212-01-22; +7 (981) 168-01-83,,,https://wa.me/79811680183?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/134236297476/,revs 295 +2 | comm/wait 5x +10 | price/noinfo 7x +7
19,МТ-Есенина,4.699999809265137,208,23,3,2,0,"ул. Есенина, 19, корп. 1",+7 (812) 363-26-41; +7 (911) 921-71-22,https://avtoservisesenina.clients.site/,https://t.me/MT-Esenina,,https://yandex.ru/maps/org/2436214159/,rating 4.7 +3 | site +1 | revs 208 +2 | comm/wait 5x +10 | price/noinfo 3x +3
19,Астор,4.300000190734863,278,50,2,2,0,"Витебский просп., 17, корп. 10",+7 (812) 218-70-43 (администратор); +7 (812) 378-73-45,https://astorauto.ru/,,https://wa.me/+79062777474?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1482059359/,rating 4.3 +3 | site +1 | revs 278 +2 | comm/wait 4x +8 | price/noinfo 5x +5
18,Лайв Сервис,5,426,47,4,2,0,"Санкт-Петербург, Лахтинский просп., 28",+7 (812) 245-60-53,https://live-avto.ru/?yclid=10889440960622624767,https://t.me/SPBLIVESERVICE,,https://yandex.ru/maps/org/35556554440/,site +1 | revs 426 +2 | comm/wait 6x +12 | price/noinfo 3x +3
18,АвтоЛабСпб,4.900000095367432,187,29,3,2,0,"Санкт-Петербург, ул. Профессора Качалова, 9Г",+7 (812) 994-62-20; +7 (921) 994-62-20,https://dzen.ru/avtolabspb,https://t.me/+79219946220,https://wa.me/79219946220?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/151808434664/,TG+WA +2 | site +1 | revs 187 +2 | comm/wait 5x +10 | price/noinfo 3x +3
18,4авто,4.800000190734863,295,46,2,1,2,"Петергофское ш., 74к2Г1",+7 (980) 221-12-97; +7 (981) 335-23-10,https://4auto.su/,https://t.me/AutoserviceSpb4Auto,https://wa.me/79117998207?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/46589326489/,TG+WA +2 | site +1 | revs 295 +2 | comm/wait 3x +6 | forgot 2x +4 | price/noinfo 3x +3
18,Remdiski,4.900000095367432,667,50,0,5,1,"Придорожная аллея, 26",+7 (812) 407-30-85; +7 (964) 335-35-85,https://spb.remdiski.ru/,https://t.me/remdiski,https://wa.me/79219376403?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/130588498732/,TG+WA +2 | site +1 | comm/wait 5x +10 | forgot 1x +2 | price/noinfo 3x +3
18,Ам Сервис,4.400000095367432,124,23,0,4,0,"Салтыковская дорога, 15","+7 (812) 218-14-25 (СТО АМ Сервис на Энергетиков); +7 (812) 703-01-03 (СТО АМ Сервис, СТО); +7 (812) 703-07-03 (СТО АМ Сервис, СТО)",https://amservice.spb.ru/,https://t.me/amservice_spb,https://wa.me/78127030703?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1938021092/,TG+WA +2 | rating 4.4 +3 | site +1 | revs 124 +2 | comm/wait 4x +8 | price/noinfo 2x +2
18,Скульпт-Авто,4.5,130,36,1,1,3,"Лабораторный просп., 18, корп. 6",+7 (911) 920-00-54 (Мастер-приемщик),https://skulpt-avto.ru/,,https://wa.me/79119200054?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1367312821/,rating 4.5 +3 | site +1 | revs 130 +2 | comm/wait 2x +4 | forgot 3x +6 | price/noinfo 2x +2
17,АвтоКомплекс78,5,226,18,2,2,1,"Санкт-Петербург, Лиговский просп., 60-62АБ",+7 (812) 214-43-13,https://autocomplex78.ru/?yclid=14739641261753892863&utm_campaign=117761814&utm_content=16811854591&utm_medium=cpc&utm_source=yandex&utm_term=---autotargeting,https://t.me/autocomplex78,https://wa.me/79216438968?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96D16811854591+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/16926872245/,TG+WA +2 | site +1 | revs 226 +2 | comm/wait 4x +8 | forgot 1x +2 | price/noinfo 2x +2
17,Америкар,4.900000095367432,886,50,3,3,0,"Санкт-Петербург, Софийская ул., 2",+7 (812) 317-22-05,https://americar.spb.ru/?utm_medium=maps&utm_source=yandex&yclid=6386203183109636095,https://t.me/AmeriCarBot,https://wa.me/79118444434?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96B1184875+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1419775828/,TG+WA +2 | site +1 | comm/wait 6x +12 | price/noinfo 2x +2
17,Westgate,4.900000095367432,279,24,2,1,1,"Политехническая ул., 7",+7 (902) 402-30-99; +7 (812) 900-22-38,https://www.drive2.ru/o/Wstgate,,https://wa.me/79219002238?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1351907131/,site +1 | revs 279 +2 | comm/wait 3x +6 | forgot 1x +2 | price/noinfo 6x +6
17,Стайер,4.599999904632568,401,50,3,2,0,"просп. Космонавтов, 55, корп. 2",+7 (812) 240-47-47 (Многоканальный); +7 (812) 240-47-20 (Станция),http://stostayer.ru/,https://t.me/stostayer,,https://yandex.ru/maps/org/1004068086/,rating 4.6 +3 | site +1 | revs 401 +2 | comm/wait 5x +10 | price/noinfo 1x +1
17,Стайер,4.300000190734863,154,50,0,2,2,"ул. Трефолева, 4, корп. 1",+7 (812) 240-47-47 (многоканальный); +7 (812) 240-47-81 (телефон станции),http://stostayer.ru/,https://t.me/stostayer,https://wa.me/79944187706,https://yandex.ru/maps/org/8812504485/,TG+WA +2 | rating 4.3 +3 | site +1 | revs 154 +2 | comm/wait 2x +4 | forgot 2x +4 | price/noinfo 1x +1
17,Дизель-Моторс,5,420,50,3,1,2,"дорога на Турухтанные Острова, 12Ц",+7 (812) 720-21-99; +7 (921) 364-13-84,https://dieselmotors-spb.ru/,,https://wa.me/79213641384,https://yandex.ru/maps/org/1048820964/,site +1 | revs 420 +2 | comm/wait 4x +8 | forgot 2x +4 | price/noinfo 2x +2
17,Z24,4.900000095367432,429,50,0,4,1,"Выборгское ш., 212Б",+7 (921) 748-60-41 (Автозапчасти); +7 (812) 244-27-67 (Автозапчасти ),https://z24.ru/shops/,https://t.me/+79217486041,https://wa.me/+79217486041?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1027845090/,TG+WA +2 | site +1 | revs 429 +2 | comm/wait 4x +8 | forgot 1x +2 | price/noinfo 2x +2
16,Автопланета,4.5,103,23,1,2,1,"Семинарская ул., 53, Рязань",+7 (903) 835-59-59,http://autoplaneta62.ru/,,https://wa.me/89038385993?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/87748346478/,rating 4.5 +3 | site +1 | revs 103 +2 | comm/wait 3x +6 | forgot 1x +2 | price/noinfo 2x +2
16,ZetAuto,5,221,20,0,4,0,"Санкт-Петербург, Богатырский просп., 14, корп. 2",+7 (812) 500-53-05,https://zetauto.ru/?utm_source=yandex_maps&yclid=3709862251048468479,https://t.me/+79523555023,,https://yandex.ru/maps/org/93179457736/,site +1 | revs 221 +2 | comm/wait 4x +8 | price/noinfo 5x +5
16,Мотор-Франс,4.599999904632568,155,33,1,1,0,"Автомобильная ул., 8",+7 (911) 720-13-13; +7 (911) 925-55-30,http://motor-france.ru/,https://t.me/+79117201313,https://wa.me/79117201313?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/101205530968/,TG+WA +2 | rating 4.6 +3 | site +1 | revs 155 +2 | comm/wait 2x +4 | price/noinfo 4x +4
16,Рейсинг Сервис,4.5,443,47,0,3,1,"просп. Александровской Фермы, 29ВГ",+7 (812) 242-52-21,https://racingservice.spb.ru/,https://t.me/+79119208545,,https://yandex.ru/maps/org/1228283786/,rating 4.5 +3 | site +1 | revs 443 +2 | comm/wait 3x +6 | forgot 1x +2 | price/noinfo 2x +2
16,BMW Garage,4.599999904632568,115,34,4,1,0,"Лужская ул., 3",+7 (812) 922-03-72; +7 (812) 455-25-59,,,https://wa.me/79111748724?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/77439857230/,rating 4.6 +3 | revs 115 +2 | comm/wait 5x +10 | price/noinfo 1x +1
16,Ford Garage,5,990,71,3,2,1,"просп. Народного Ополчения, 201Г1",+7 (952) 201-66-99 (Запись на сервис); +7 (952) 201-45-55 (Запись и запчасти),,,https://wa.me/79522016699,https://yandex.ru/maps/org/2813344704/,comm/wait 5x +10 | forgot 1x +2 | price/noinfo 4x +4
